cyclomatic_complexity,cognitive_complexity,nesting_depth,lines_of_code,num_methods,num_classes,num_parameters,code_duplication,test_coverage,comment_ratio,inheritance_depth,coupling,cohesion,num_sql_queries,num_file_operations,num_network_calls,input_validation_ratio,uses_encryption,num_annotations,dependency_injection_usage,patterns,vulnerability_type,severity
1,31,4,13,2,1,1,0.43912934571957324,0.032529654585997214,0.1468716133058226,0,2,0.9555105746937484,3,8,0,0.2797801950308657,0,23,0.41161655171614686,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di",path_traversal,MEDIUM
1,78,9,12,2,1,1,0.0591836197877908,0.3590969030590482,0.0158630155823134,0,2,0.9515278727359745,11,0,7,0.7484187266341422,1,17,0.7951151457112624,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
3,24,6,7,1,1,1,0.16925684438532862,0.8483771386726165,0.3633777411029638,0,2,0.9528067657499771,8,6,0,0.42867900955396276,0,8,0.7860343026734359,"Singleton Design Pattern,repository_pattern,basic_programming_constructs",xxe,MEDIUM
1,49,2,7,1,1,1,0.12791151252402094,0.38402458197628997,0.06419964754163253,0,2,0.9434955041922035,17,8,4,0.2462262669548726,0,21,0.2688629241118895,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
1,96,1,11,2,1,0,0.0884086788898964,0.46158499906214645,0.278927335754973,0,2,0.9148750392455283,8,1,6,0.8127215835139919,1,16,0.2682965985083803,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,web_mvc_annotations,spring_data_jpa",none,LOW
3,32,1,12,1,1,1,0.27236243832789225,0.27183442402490476,0.3492817759090738,0,0,0.9008821299568335,0,9,2,0.2656075264224862,1,19,0.9428452245006597,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,basic_programming_constructs,core_annotations_di,openapi_documentation",path_traversal,MEDIUM
1,55,9,14,2,1,1,0.27663220101636526,0.27413275881336674,0.12405655920585407,0,1,0.9305986814324355,5,5,5,0.06443950476645632,1,16,0.3244026183791978,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations",path_traversal,HIGH
2,79,4,14,1,1,1,0.11362241394403066,0.061871760891748395,0.3321660963419706,0,1,0.9426298205534264,18,9,12,0.5480928188084517,1,2,0.4144021068450905,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,http_request_processing",none,LOW
3,58,5,13,1,1,1,0.35594862515334275,0.6138039256198008,0.13282325050857766,0,1,0.9483879295706101,0,0,10,0.2790523980858449,0,29,0.6039516858638249,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations",insecure_deserialization,HIGH
1,99,3,13,2,1,0,0.3664571495847526,0.44806940304534637,0.31770317129449993,0,2,0.9510745941566101,7,2,0,0.004883530426754157,0,14,0.3165701305300568,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",sql_injection,HIGH
1,3,4,13,1,1,1,0.010489997416966657,0.6059608074907946,0.027931945189490295,0,0,0.9177084024083364,5,4,5,0.5015589291391581,0,9,0.6618006999058109,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,core_annotations_di",none,LOW
2,80,8,10,1,1,0,0.19787885186115828,0.5468869000288528,0.2620971994683711,0,2,0.9578259900455419,3,6,13,0.8945440551911467,0,21,0.28944148329396735,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,web_mvc_annotations,http_request_processing,openapi_documentation",insecure_deserialization,CRITICAL
1,69,4,12,1,1,1,0.44507032060081053,0.7988445872971748,0.2708552322315185,0,1,0.9516186665761107,2,4,4,0.6441340289003229,1,18,0.5273299244898417,"Singleton Design Pattern,spring_mvc_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations",none,LOW
3,85,9,6,2,1,0,0.2601593041219191,0.7510119123114727,0.19657033203238258,0,1,0.9433956080003696,12,7,1,0.018154331214163877,0,4,0.5595872592532908,"Singleton Design Pattern,basic_programming_constructs",sql_injection,HIGH
2,10,9,6,2,1,1,0.17381390071949715,0.7714538531378794,0.27483634554508435,0,1,0.9392031294636555,1,4,3,0.37876649230389414,1,23,0.8005645510697756,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,openapi_documentation",path_traversal,MEDIUM
2,83,6,14,1,1,1,0.12683807579756506,0.49923900694167556,0.3692734682215364,0,0,0.9347419153194757,12,5,11,0.247041072172272,1,23,0.8600710255007262,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,MEDIUM
2,25,2,14,2,1,1,0.12167725995914114,0.3538813513539305,0.2935419299872912,0,2,0.9258553262242202,14,1,11,0.6704425202907257,1,12,0.6815946752772785,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,http_request_processing,spring_data_jpa",none,LOW
2,68,7,14,2,1,1,0.049884016925403174,0.9334365905329528,0.38451841159386396,0,0,0.9168342382992631,7,4,10,0.4569098085800761,0,24,0.2700112838058595,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,http_request_processing,openapi_documentation,spring_data_jpa",insecure_deserialization,HIGH
2,61,9,9,1,1,0,0.40861320954654606,0.05426977371655395,0.17944492554082872,0,0,0.9520862227944564,11,6,11,0.17273367855434962,0,27,0.46385815968206356,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
3,29,6,12,1,1,0,0.04332870269708561,0.15262130785023031,0.21131629268158286,0,0,0.9598857644165699,7,0,10,0.45628788497130124,0,3,0.5628483597209486,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,http_request_processing",insecure_deserialization,HIGH
1,19,3,13,2,1,0,0.1461473829309079,0.4195990921766397,0.10549547889508273,0,0,0.9339738065234817,18,9,10,0.9313942122410546,0,13,0.2978266196659892,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
3,43,7,7,2,1,1,0.022837869283176604,0.6139576525680112,0.3942406671203474,0,1,0.9121979293036162,8,8,6,0.4107984212136736,1,20,0.9400001711144365,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",none,LOW
2,66,5,6,2,1,0,0.39069328486185023,0.008200374806721644,0.022054694064508953,0,1,0.9455922085713379,9,8,5,0.8703311728400617,1,19,0.10862419544145252,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,web_mvc_annotations,spring_data_jpa",none,LOW
2,74,1,8,2,1,1,0.01964184111339523,0.719322819311142,0.1434481670467241,0,0,0.928493603721041,6,7,10,0.47544007331200355,0,6,0.8334543535019446,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,http_request_processing",insecure_deserialization,HIGH
1,61,3,14,1,1,1,0.1541505519341042,0.5587265427899147,0.11907886590744515,0,0,0.9416204552502765,9,8,9,0.7576494130883938,0,27,0.4264164868393935,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
3,43,5,11,2,1,1,0.286648685043332,0.48470275867692525,0.15460468525122217,0,1,0.9261166363717942,2,4,5,0.7858493165982939,1,24,0.945509646744487,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations",none,LOW
2,25,7,14,2,1,1,0.2047806801467219,0.4234950388278682,0.36708714420794625,0,2,0.9283658580981234,1,6,8,0.76074520740311,1,5,0.5325422284074919,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety",none,LOW
1,20,3,9,2,1,0,0.14113553362455022,0.5194870317406245,0.14721514962740595,0,2,0.9503228209127814,6,0,1,0.6384984093753538,1,10,0.7297087731090564,"Singleton Design Pattern,dependency_injection,repository_pattern,basic_programming_constructs,core_annotations_di",none,LOW
3,48,6,8,1,1,0,0.13759453621377082,0.1617857344817476,0.36679066108000025,0,0,0.933995805608829,9,6,0,0.952488283404398,0,10,0.734481461052204,"Singleton Design Pattern,dependency_injection,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di",xxe,MEDIUM
3,83,5,6,1,1,0,0.39889515300312467,0.10871173927698252,0.16933554466528108,0,1,0.9247149747749418,7,8,1,0.9285778524123341,0,17,0.6980035407882863,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,spring_data_jpa",xxe,MEDIUM
1,87,1,7,2,1,1,0.48698904754362254,0.28963747875183843,0.3419075076880833,0,1,0.9376388301964745,11,2,2,0.3027837290800929,1,6,0.04937742993070393,"Singleton Design Pattern,basic_programming_constructs",none,LOW
1,24,6,12,1,1,1,0.1740205352243967,0.7095047919853247,0.20870003940026752,0,0,0.9096547363591523,19,8,8,0.6946611796631826,1,18,0.622172627564419,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
3,11,8,11,2,1,0,0.019572756804508262,0.5882878838354964,0.12454113737132598,0,0,0.9541682278300285,16,4,13,0.6647900748839833,0,23,0.8948094168599477,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,CRITICAL
1,98,1,8,2,1,0,0.01828288895455421,0.48012301761901266,0.17973991958715493,0,0,0.9275084319192068,8,8,11,0.20026105131652983,0,2,0.8435079707226235,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",sql_injection,MEDIUM
1,55,2,7,2,1,0,0.37960670760535903,0.5715209658959604,0.1697524315912814,0,0,0.95419985990243,19,7,9,0.26506809241430784,0,8,0.9149471818165362,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs",sql_injection,MEDIUM
3,28,4,10,2,1,0,0.2761849108045635,0.5592580130393432,0.10396562483422037,0,2,0.9118363411539949,2,6,8,0.3107539972835991,0,13,0.4443877379829141,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations",path_traversal,MEDIUM
3,69,2,10,1,1,0,0.3917963287086652,0.30704192548992537,0.1158554919967627,0,1,0.9033013065201378,3,9,11,0.3315863572907254,1,16,0.4545995683828049,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations",path_traversal,MEDIUM
2,63,9,14,2,1,0,0.3487485051442874,0.09745594724472584,0.07458156852442177,0,0,0.9066067411422847,6,5,4,0.8543627050422573,0,21,0.8081874855137471,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
2,59,8,11,2,1,0,0.45375317463269826,0.8967823686630506,0.13440022288304335,0,2,0.919520875890108,17,1,6,0.7573531879060961,0,26,0.30346974859291864,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,spring_data_jpa",none,LOW
3,5,8,6,1,1,0,0.44291214552331176,0.5999112626239146,0.24976232129966844,0,2,0.9107712852746106,16,6,2,0.8077344226043452,1,25,0.7650739777034725,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,openapi_documentation,spring_data_jpa",none,LOW
2,51,4,6,1,1,1,0.3941636978105887,0.6977479996808517,0.1546232674838525,0,2,0.9083585372305244,2,1,9,0.9130248802181379,0,22,0.5044010258638132,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing",insecure_deserialization,HIGH
3,21,5,6,2,1,1,0.23759458002107187,0.4639972243669551,0.2849292843705169,0,0,0.9278542070644364,2,5,1,0.5143420573967039,0,2,0.26432962355691325,"Singleton Design Pattern,basic_programming_constructs",none,LOW
2,12,4,13,2,1,1,0.15406320380192623,0.7564805799765626,0.39479126787518126,0,1,0.9259430741747279,12,5,5,0.8354320164520467,1,5,0.6436813156152061,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
3,50,9,9,2,1,0,0.25351339372231996,0.5844972639786672,0.15084043179379403,0,1,0.9208878732385655,16,8,5,0.6953387626937899,1,10,0.2957944704760769,"Singleton Design Pattern,repository_pattern,basic_programming_constructs",none,LOW
2,4,2,14,1,1,1,0.2510358036599118,0.053801122097190235,0.1850556856358468,0,0,0.9295681408643378,17,9,4,0.4647933855609161,0,12,0.6717783580076929,"Singleton Design Pattern,dependency_injection,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",xxe,MEDIUM
2,42,8,13,1,1,1,0.30513777444466883,0.8900970353936911,0.06564406277923905,0,1,0.918055372112371,18,3,0,0.19385399718554008,0,29,0.5693073206916326,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,spring_data_jpa",sql_injection,MEDIUM
3,84,2,9,2,1,0,0.09304878389145205,0.3055361467878869,0.15688611431172644,0,0,0.945927130251638,16,8,9,0.4302714869690677,0,25,0.7221943079389873,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
3,38,1,11,2,1,0,0.3278099402224944,0.1378907774213355,0.29073298031627176,0,1,0.9229910261175922,15,1,1,0.20657856905807503,0,13,0.5990605171641283,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,core_annotations_di,spring_data_jpa",sql_injection,MEDIUM
3,25,3,6,1,1,1,0.2283004621029079,0.08804100770431578,0.08696191989698515,0,0,0.9322135644218448,15,4,6,0.2871660520268182,0,2,0.758285076391133,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",sql_injection,MEDIUM
1,14,9,13,2,1,0,0.3101024159704296,0.7204403138421108,0.07282161946209169,0,2,0.9296555015229947,0,2,9,0.28351452762430507,0,8,0.9962101436609158,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",insecure_deserialization,HIGH
1,75,3,7,1,1,1,0.11980241145977283,0.7039683668043598,0.1505499494596767,0,0,0.9153554791451858,13,5,14,0.761033323087532,1,5,0.4677677055175423,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",none,LOW
2,32,9,10,1,1,1,0.21719744693867749,0.7001621248132707,0.3274597942870926,0,2,0.9014189200513067,14,1,14,0.5077889267877548,0,10,0.5982508787863814,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,http_request_processing",insecure_deserialization,CRITICAL
3,11,7,14,1,1,1,0.10510060722626013,0.915752772681566,0.24946287588459337,0,1,0.9531849813276538,3,9,1,0.7931427990497569,0,7,0.1018907937660849,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",xxe,MEDIUM
2,61,1,6,2,1,1,0.4376525783784008,0.3489430219976515,0.3830317510346426,0,1,0.9340183160702433,19,8,4,0.8774073052319356,0,19,0.9504099332969388,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",xxe,MEDIUM
3,18,5,12,1,1,1,0.2439805225207688,0.5611330563589232,0.3618161739710502,0,1,0.9051417113717048,10,3,14,0.611669706957893,1,7,0.5963367703743238,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,http_request_processing",none,LOW
1,27,9,11,2,1,1,0.11249070778690606,0.6194955829943495,0.06045487872929694,0,2,0.951639818648494,17,6,10,0.4072049883252883,0,20,0.10280194863583392,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
1,55,3,9,2,1,1,0.020604347870773143,0.9794818285664626,0.01702110984288585,0,1,0.9566090823871158,16,4,9,0.8567721905036494,0,14,0.40001167385195935,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
1,54,9,12,1,1,0,0.3378693323267709,0.3123461437185918,0.15963789367790168,0,0,0.9242046014653952,8,7,12,0.5675352196044101,0,14,0.08129358939921572,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
3,82,5,12,1,1,0,0.10732235699487785,0.9563311999039404,0.20883179152745585,0,1,0.9244941175103782,13,3,3,0.856936737127183,0,7,0.49720081181433684,"Singleton Design Pattern,basic_programming_constructs,optional_null_safety",none,LOW
3,87,9,7,1,1,1,0.49479109615938915,0.14873433308238138,0.2062282460874858,0,0,0.9230289604932965,2,6,14,0.265422248397153,0,12,0.2770522454508729,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",path_traversal,MEDIUM
2,75,6,8,1,1,1,0.2668501867075858,0.764001456027842,0.05364290710842212,0,1,0.9362080751888217,19,4,9,0.5657587463689174,1,14,0.3402790965333907,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
2,21,9,8,2,1,0,0.14448849812401604,0.6328859000204128,0.04992697286184416,0,1,0.9190300934256747,19,2,0,0.21174825742982673,0,15,0.06907808587695397,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,spring_data_jpa",sql_injection,MEDIUM
2,44,7,6,2,1,0,0.32883871689631516,0.8168960372719875,0.018744302311681473,0,2,0.9290105464900484,3,7,4,0.6983571784609705,0,28,0.7624083789099512,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations",xxe,MEDIUM
1,5,7,13,2,1,1,0.13760996171904277,0.02868557363984714,0.3403439704221602,0,2,0.9215524402306485,15,5,0,0.5868910056842884,0,1,0.8411266757656994,"Singleton Design Pattern,basic_programming_constructs",none,LOW
3,87,8,10,2,1,1,0.41013714695487324,0.07813104293905582,0.37909765522727157,0,2,0.9525381084913965,11,3,2,0.5559997563757497,1,29,0.14013543769284664,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,openapi_documentation,spring_data_jpa",none,LOW
2,41,7,9,1,1,0,0.15411802546497094,0.06969577956914585,0.04627400808718867,0,0,0.9115770814612749,7,8,11,0.6391079822529646,1,28,0.7506524973058084,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",none,LOW
3,59,9,12,2,1,0,0.4941238661979546,0.5929594554972878,0.08524894741964464,0,1,0.9057068682403914,8,8,8,0.3754029146351845,1,2,0.12856949251407945,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",path_traversal,MEDIUM
3,89,9,13,2,1,1,0.3025723927226468,0.602936067575538,0.03594515389396413,0,2,0.924886914081547,10,1,6,0.191976508244881,0,15,0.08554180311406523,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
3,54,6,14,2,1,0,0.42220557447133167,0.9061048893549762,0.351000868456334,0,0,0.9316650381007548,4,9,1,0.806412705232288,0,9,0.11409280554434742,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,optional_null_safety",xxe,MEDIUM
1,74,7,14,1,1,1,0.03640773478921111,0.46760351451844495,0.3834834934144964,0,0,0.9087789739297444,11,8,4,0.3843697723431536,1,19,0.03178390565870559,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations,openapi_documentation,spring_data_jpa",path_traversal,MEDIUM
3,22,2,13,1,1,0,0.1741497086930941,0.06804905500496394,0.10471863068835603,0,0,0.9177401625020193,19,3,14,0.988936132147306,1,0,0.37607461386219576,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",none,LOW
3,83,9,10,1,1,0,0.36874354308307483,0.20952940162251543,0.12143353197414997,0,0,0.9046243108013625,1,8,3,0.4810021798278249,0,4,0.9529220059096554,"Singleton Design Pattern,basic_programming_constructs",xxe,MEDIUM
1,65,1,10,2,1,1,0.32752950867029135,0.008073094817842907,0.14506787376517583,0,1,0.9323273386296692,10,9,12,0.49001410555768843,1,2,0.8992548953489644,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,http_request_processing",none,LOW
1,64,1,13,1,1,1,0.09712156071687889,0.776714525128405,0.20098550375229252,0,1,0.9205036125183,10,7,6,0.677818439905567,0,6,0.3319071450897939,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs",xxe,MEDIUM
1,71,3,11,1,1,1,0.17810146525485493,0.8155994368807745,0.27298439145797077,0,1,0.9127260248066674,0,9,13,0.6667371791139359,0,17,0.7946477174793508,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,http_request_processing",insecure_deserialization,CRITICAL
1,4,6,6,2,1,1,0.13172170374377046,0.997940416284136,0.20175623330184966,0,0,0.9408919266956385,16,2,14,0.1805187491296496,0,13,0.8245858333944202,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,MEDIUM
3,65,5,14,2,1,1,0.3066850848809215,0.4121944490530943,0.3804006326704965,0,0,0.9420750976825655,16,9,3,0.27231029445907773,0,13,0.15205841543272958,"Singleton Design Pattern,repository_pattern,basic_programming_constructs,spring_data_jpa",sql_injection,MEDIUM
2,15,2,13,1,1,1,0.17228411472938748,0.019298375401592516,0.03995738340859947,0,1,0.9460826935533118,3,6,13,0.2315163971280053,0,26,0.2294552909471438,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations",path_traversal,MEDIUM
3,76,9,14,1,1,0,0.1545271210001749,0.23472988149037222,0.31944220491002523,0,1,0.9022546558991589,13,1,8,0.053405118650873495,0,13,0.6904956269957689,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,web_mvc_annotations,spring_data_jpa",sql_injection,HIGH
2,22,4,14,2,1,0,0.10368899021817085,0.5877688676632958,0.13379323632538842,0,0,0.9505146927156063,4,1,2,0.022411126852649343,1,28,0.2640308088357549,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations",authentication_bypass,CRITICAL
1,86,4,11,2,1,1,0.20451356045732416,0.9619429670527364,0.15101907523461905,0,2,0.9246949479191057,3,3,5,0.6449914828316787,1,0,0.9381529184151088,"Singleton Design Pattern,basic_programming_constructs",none,LOW
2,47,5,6,1,1,0,0.09775129509827679,0.10357855147079431,0.28353177748409014,0,1,0.9528615772613795,5,9,4,0.49859145205777644,1,17,0.23071233809056835,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,web_mvc_annotations",none,LOW
1,81,8,13,1,1,1,0.48128479368881616,0.12157302016074278,0.3717508439497516,0,0,0.9376776679301895,17,6,9,0.8945956249867768,0,2,0.7991454897739141,"Singleton Design Pattern,restful_api_pattern,basic_programming_constructs,optional_null_safety,http_request_processing",insecure_deserialization,HIGH
1,93,4,11,1,1,0,0.0772509057476517,0.701758985278943,0.2864803114214307,0,1,0.9194908652989197,12,3,7,0.30077120910988364,1,25,0.7581003364561993,"Singleton Design Pattern,dependency_injection,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,core_annotations_di,web_mvc_annotations,openapi_documentation,spring_data_jpa",authentication_bypass,HIGH
2,46,5,13,1,1,1,0.45665235747938815,0.6672070550215495,0.3103442301517587,0,2,0.9100571603842237,5,1,12,0.7875135388421375,1,20,0.5037584366170902,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,http_request_processing,openapi_documentation",none,LOW
3,14,4,11,1,1,0,0.21423654907829098,0.2505063553118331,0.30031169686351955,0,0,0.9143113985214306,14,1,13,0.10315403390396394,0,21,0.26327573225275025,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,lombok_jpa_annotations,web_mvc_annotations,openapi_documentation,spring_data_jpa",sql_injection,MEDIUM
1,50,6,12,2,1,1,0.18893299578086103,0.813144791014519,0.12839144239348996,0,0,0.921552389106677,4,4,10,0.8164416609750114,1,23,0.03385921961646454,"Singleton Design Pattern,spring_mvc_pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,lombok_jpa_annotations,web_mvc_annotations,http_request_processing",none,LOW
3,20,3,11,1,1,0,0.11565990045242441,0.1287787554774632,0.3027721732728992,0,0,0.9494743214555468,5,2,13,0.9211652704928796,1,12,0.8283834958194047,"Singleton Design Pattern,dependency_injection,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,http_request_processing",none,LOW
1,50,8,12,2,1,1,0.31787816718375955,0.9257418447767598,0.3138083040879207,0,0,0.954365482191655,17,2,0,0.6273372836551697,0,19,0.3777560519856429,"Singleton Design Pattern,spring_mvc_pattern,repository_pattern,basic_programming_constructs,core_annotations_di,openapi_documentation,spring_data_jpa",none,LOW
2,33,6,12,2,1,1,0.3427640075054182,0.2010319303324214,0.21336012826020512,0,1,0.9316084020535386,6,0,9,0.7359601191473254,0,14,0.3401102428242603,"Singleton Design Pattern,restful_api_pattern,repository_pattern,basic_programming_constructs,optional_null_safety,core_annotations_di,web_mvc_annotations,http_request_processing,spring_data_jpa",insecure_deserialization,HIGH
